user_id,task_id,record_date,actuals
2,17,2010-10-28,420
2,17,2010-10-29,420
2,17,2011-07-11,240
2,19,2008-11-06,120
2,19,2008-11-07,240
2,19,2008-12-01,240
2,19,2008-12-02,240
2,19,2008-12-03,240
2,19,2008-12-04,240
2,19,2008-12-05,240
2,22,2008-11-01,240
2,22,2008-11-02,240
2,23,2008-11-05,180
2,23,2008-11-11,360
2,23,2008-11-12,360
2,23,2008-11-13,240
2,23,2008-11-14,240
2,23,2009-01-12,600
2,23,2009-01-13,600
2,23,2009-01-14,600
2,23,2009-01-15,600
2,23,2009-01-16,600
2,23,2009-02-20,600
2,23,2009-03-13,480
2,23,2010-01-25,480
2,23,2010-01-26,720
2,23,2010-01-27,720
2,23,2010-01-28,240
2,23,2010-01-29,240
2,23,2010-02-15,480
2,23,2010-02-16,480
2,23,2010-02-17,480
2,23,2010-02-18,480
2,23,2010-02-19,480
2,23,2010-02-20,240
2,23,2010-02-21,240
2,23,2010-02-22,480
2,23,2010-02-23,480
2,23,2010-02-24,480
2,23,2010-02-25,480
2,23,2010-02-26,720
2,23,2010-02-27,720
2,23,2010-02-28,1200
2,23,2010-03-08,240
2,23,2010-03-09,240
2,23,2010-03-10,240
2,23,2010-03-11,240
2,23,2010-03-12,240
2,23,2010-03-15,240
2,23,2010-03-16,240
2,23,2010-03-17,240
2,23,2010-03-19,120
2,23,2010-08-02,120
2,23,2010-08-03,120
2,23,2010-08-04,120
2,23,2010-08-13,480
2,23,2010-09-30,60
2,23,2010-10-07,360
2,23,2010-10-13,240
2,23,2010-10-18,240
2,23,2010-10-19,240
2,23,2010-10-21,360
2,23,2010-10-22,360
2,23,2010-10-25,420
2,23,2010-10-26,420
2,23,2010-10-27,420
2,23,2010-10-28,420
2,23,2010-10-29,420
2,23,2010-11-10,240
2,23,2010-11-12,180
2,23,2010-11-29,480
2,23,2010-11-30,480
2,23,2010-12-01,480
2,23,2011-01-04,240
2,23,2011-01-05,240
2,23,2011-01-06,240
2,23,2011-01-07,240
2,23,2011-02-28,420
2,23,2011-03-01,240
2,23,2011-03-02,120
2,23,2011-03-03,120
2,23,2011-03-04,120
2,23,2011-04-07,180
2,23,2016-12-05,240
2,23,2016-12-06,240
2,23,2016-12-07,240
2,23,2016-12-08,240
2,23,2016-12-09,240
2,24,2008-11-03,240
2,24,2008-11-04,240
2,24,2008-11-05,240
2,24,2008-11-06,240
2,24,2008-11-07,240
2,24,2008-11-10,45
2,24,2009-01-20,420
2,24,2009-01-21,480
2,24,2009-09-14,360
2,24,2009-09-15,720
2,24,2009-09-16,720
2,24,2010-08-04,120
2,24,2010-11-15,240
2,24,2010-11-16,240
2,24,2010-11-17,120
2,24,2010-11-18,120
2,24,2010-11-19,240
2,24,2011-06-20,240
2,24,2011-06-21,240
2,24,2011-06-22,240
2,24,2011-06-23,240
2,24,2011-06-24,480
2,24,2011-07-08,480
2,26,2010-03-19,240
2,26,2010-09-30,60
2,26,2010-11-15,120
2,27,2009-04-19,60
2,27,2009-04-20,480
2,27,2009-04-21,480
2,27,2009-04-22,600
2,27,2009-04-23,600
2,27,2009-04-24,720
2,27,2009-04-25,180
2,27,2009-04-26,180
2,27,2009-04-27,480
2,27,2009-04-28,240
2,27,2009-04-29,240
2,27,2009-04-30,240
2,27,2009-05-01,120
2,27,2009-05-24,480
2,27,2009-05-25,960
2,27,2009-05-26,720
2,27,2009-05-27,720
2,27,2009-05-28,600
2,27,2009-05-29,780
2,27,2009-05-30,240
2,27,2009-05-31,180
2,27,2009-06-01,600
2,27,2009-06-02,600
2,27,2009-06-03,720
2,27,2009-06-04,720
2,27,2009-06-05,180
2,27,2009-06-06,120
2,27,2009-06-07,360
2,27,2009-06-08,120
2,27,2009-06-09,120
2,27,2009-06-10,840
2,27,2009-06-11,720
2,27,2009-06-12,840
2,27,2009-06-13,240
2,27,2009-06-14,120
2,27,2009-06-15,720
2,27,2009-06-16,720
2,27,2009-06-17,840
2,27,2009-06-18,840
2,27,2009-06-19,720
2,27,2009-06-20,480
2,27,2009-06-21,240
2,27,2009-06-22,1020
2,27,2009-06-23,720
2,27,2009-06-24,840
2,27,2009-06-25,1020
2,27,2009-06-26,1140
2,27,2009-06-27,480
2,27,2009-06-28,240
2,27,2009-06-29,720
2,27,2009-06-30,720
2,27,2009-07-01,540
2,27,2009-07-02,960
2,27,2009-07-03,720
2,27,2009-07-04,360
2,27,2009-07-05,360
2,27,2009-07-06,960
2,27,2009-07-07,960
2,27,2009-07-08,1200
2,27,2009-07-09,1320
2,27,2009-07-10,1020
2,27,2009-07-11,360
2,27,2009-07-12,360
2,27,2009-07-13,600
2,27,2009-07-14,600
2,27,2009-07-15,600
2,27,2009-07-16,1080
2,27,2009-07-17,600
2,27,2009-07-18,480
2,27,2009-07-19,360
2,27,2009-07-20,720
2,27,2009-07-21,720
2,27,2009-07-22,720
2,27,2009-07-23,600
2,27,2009-07-24,480
2,27,2009-07-25,240
2,27,2009-07-26,240
2,27,2009-07-27,720
2,27,2009-07-28,480
2,27,2009-07-29,480
2,27,2009-07-30,600
2,27,2009-07-31,480
2,27,2009-08-01,1080
2,27,2009-08-02,360
2,27,2009-08-03,360
2,27,2009-08-04,360
2,27,2009-08-05,360
2,27,2009-08-06,360
2,27,2009-08-07,360
2,27,2009-09-08,120
2,27,2009-09-09,120
2,27,2009-09-10,120
2,27,2009-09-11,120
2,27,2009-09-14,480
2,27,2009-09-15,180
2,27,2009-09-16,180
2,27,2009-09-17,480
2,27,2009-09-18,480
2,27,2009-09-19,120
2,27,2009-09-20,120
2,27,2009-09-21,480
2,27,2009-09-22,480
2,27,2009-09-23,480
2,27,2009-09-24,480
2,27,2009-09-25,480
2,28,2008-11-03,60
2,28,2008-11-04,60
2,28,2008-11-05,60
2,28,2008-11-06,60
2,28,2008-11-07,60
2,28,2008-11-10,240
2,28,2008-11-11,240
2,28,2008-11-12,240
2,28,2008-11-13,240
2,28,2008-11-14,240
2,28,2008-12-01,360
2,28,2008-12-02,360
2,28,2008-12-03,360
2,28,2008-12-04,360
2,28,2008-12-05,360
2,28,2008-12-08,480
2,28,2008-12-09,480
2,28,2008-12-10,480
2,28,2008-12-11,480
2,28,2008-12-12,480
2,28,2008-12-15,480
2,28,2008-12-16,480
2,28,2008-12-17,480
2,28,2008-12-18,480
2,28,2008-12-19,480
2,28,2008-12-22,360
2,28,2008-12-23,360
2,28,2008-12-24,120
2,28,2008-12-29,240
2,28,2008-12-30,240
2,28,2008-12-31,240
2,28,2009-01-02,240
2,28,2009-01-05,360
2,28,2009-01-06,360
2,28,2009-01-07,360
2,28,2009-01-08,360
2,28,2009-01-09,360
2,28,2009-01-12,240
2,28,2009-01-13,240
2,28,2009-01-14,240
2,28,2009-01-15,240
2,28,2009-01-16,240
2,28,2009-01-19,480
2,28,2009-01-20,480
2,28,2009-01-21,360
2,28,2009-01-26,120
2,28,2009-01-27,120
2,28,2009-01-28,120
2,28,2009-01-29,120
2,28,2009-01-30,120
2,28,2009-02-02,120
2,28,2009-02-03,120
2,28,2009-02-04,120
2,28,2009-02-05,120
2,28,2009-02-06,120
2,28,2009-02-09,120
2,28,2009-02-10,360
2,28,2009-02-11,360
2,28,2009-02-12,360
2,28,2009-02-13,360
2,28,2009-02-16,120
2,28,2009-02-17,120
2,28,2009-02-18,120
2,28,2009-02-19,120
2,28,2009-02-23,60
2,28,2009-02-24,60
2,28,2009-02-25,60
2,28,2009-02-26,60
2,28,2009-02-27,240
2,28,2009-03-09,240
2,28,2009-03-10,240
2,28,2009-03-11,240
2,28,2009-03-12,240
2,28,2009-03-17,240
2,28,2009-03-18,60
2,28,2009-03-30,120
2,28,2009-03-31,120
2,28,2009-04-01,180
2,28,2009-04-03,60
2,28,2009-04-06,120
2,28,2009-04-07,60
2,28,2009-04-13,120
2,28,2009-04-14,120
2,28,2009-04-15,30
2,28,2009-04-16,180
2,28,2009-04-17,120
2,28,2009-05-04,240
2,28,2009-05-05,240
2,28,2009-05-06,240
2,28,2009-05-07,240
2,28,2009-05-08,480
2,28,2009-05-09,60
2,28,2009-05-11,480
2,28,2009-05-12,180
2,28,2009-05-13,420
2,28,2009-05-14,60
2,28,2009-05-15,600
2,28,2009-05-16,30
2,28,2009-05-17,120
2,28,2009-05-18,600
2,28,2009-05-19,480
2,28,2009-05-20,480
2,28,2009-05-21,720
2,28,2009-05-22,720
2,28,2009-05-23,360
2,41,2008-11-07,30
2,41,2008-11-10,30
2,41,2008-11-14,60
2,41,2008-12-01,120
2,41,2008-12-02,120
2,41,2009-03-11,60
2,41,2009-03-12,60
2,41,2009-04-14,60
2,41,2009-04-16,60
2,41,2009-04-17,60
2,46,2010-01-11,60
2,46,2010-01-12,60
2,46,2010-01-13,60
2,46,2010-01-14,60
2,46,2010-01-15,120
2,53,2009-02-16,480
2,53,2010-05-24,480
2,53,2010-07-01,480
2,53,2010-08-02,480
2,53,2010-10-11,480
2,53,2011-01-03,480
2,53,2011-02-21,480
2,53,2011-07-01,480
2,53,2011-08-01,480
2,53,2011-10-10,480
2,56,2009-04-20,15
2,56,2009-04-22,15
2,56,2009-04-23,15
2,56,2009-04-24,15
2,56,2009-04-27,15
2,56,2009-05-28,15
2,56,2009-06-22,60
2,79,2009-07-06,180
2,79,2009-07-08,60
2,81,2009-06-30,60
2,81,2009-07-02,60
2,81,2009-07-06,60
2,81,2009-07-08,60
2,81,2009-07-10,60
2,81,2009-07-22,60
2,81,2009-07-23,60
2,81,2009-07-24,60
2,81,2009-07-25,60
2,81,2009-07-28,240
2,81,2009-07-29,240
2,81,2009-07-30,240
2,81,2009-07-31,240
2,81,2009-08-02,240
2,81,2009-08-03,540
2,81,2009-08-04,540
2,81,2009-08-05,540
2,81,2009-08-06,300
2,81,2009-08-07,360
2,81,2009-08-10,600
2,81,2009-08-11,120
2,81,2009-08-14,60
2,81,2009-08-15,60
2,81,2009-08-16,240
2,81,2009-08-17,240
2,81,2009-08-18,120
2,81,2009-08-19,120
2,81,2009-08-20,120
2,81,2009-08-21,120
2,81,2009-08-22,120
2,81,2009-08-23,120
2,81,2009-08-24,600
2,81,2009-08-25,600
2,81,2009-08-26,600
2,81,2009-08-27,600
2,81,2009-08-28,600
2,81,2009-08-29,360
2,81,2009-08-30,240
2,81,2009-08-31,600
2,81,2009-09-01,600
2,81,2009-09-02,600
2,81,2009-09-03,600
2,81,2009-09-04,600
2,81,2009-09-07,360
2,81,2009-09-08,360
2,81,2009-09-09,360
2,81,2009-09-10,360
2,81,2009-09-11,360
2,81,2009-09-12,60
2,81,2009-09-14,180
2,81,2009-09-15,180
2,81,2009-09-16,180
2,81,2009-09-17,180
2,81,2009-09-18,180
2,81,2009-09-21,120
2,81,2009-09-22,120
2,81,2009-09-23,120
2,81,2009-09-24,120
2,81,2009-09-25,120
2,86,2010-08-04,240
2,86,2010-08-05,300
2,88,2009-10-26,60
2,88,2009-10-27,60
2,88,2009-10-28,60
2,88,2009-10-29,60
2,88,2009-10-30,60
2,88,2009-11-02,60
2,88,2009-11-03,60
2,88,2009-11-04,60
2,93,2009-11-01,120
2,93,2009-11-02,480
2,93,2009-11-03,480
2,93,2009-11-04,180
2,93,2009-11-05,120
2,93,2009-11-06,240
2,93,2009-11-09,240
2,93,2009-11-10,240
2,93,2009-11-11,480
2,93,2009-11-12,480
2,93,2009-11-13,480
2,93,2009-11-16,480
2,93,2009-11-17,480
2,93,2009-11-18,480
2,93,2009-11-19,600
2,93,2009-11-20,360
2,93,2009-11-22,120
2,93,2009-11-23,480
2,93,2009-11-24,720
2,93,2009-11-25,720
2,93,2009-11-26,720
2,93,2009-11-27,720
2,93,2009-11-28,240
2,93,2009-11-29,240
2,93,2009-11-30,600
2,93,2009-12-01,600
2,93,2009-12-02,600
2,93,2009-12-03,600
2,93,2009-12-04,600
2,93,2009-12-05,180
2,93,2009-12-06,540
2,93,2009-12-07,960
2,93,2009-12-08,960
2,93,2009-12-09,960
2,93,2009-12-10,960
2,93,2009-12-11,720
2,93,2009-12-14,600
2,93,2009-12-15,600
2,93,2009-12-16,600
2,93,2009-12-17,1200
2,93,2009-12-18,1080
2,93,2009-12-19,1080
2,93,2009-12-20,600
2,93,2009-12-21,600
2,93,2009-12-22,600
2,93,2009-12-23,600
2,93,2009-12-24,600
2,93,2009-12-27,120
2,93,2009-12-28,480
2,93,2009-12-29,960
2,93,2009-12-30,600
2,93,2009-12-31,480
2,93,2010-01-01,240
2,93,2010-01-04,480
2,93,2010-01-05,480
2,93,2010-01-06,480
2,93,2010-01-07,480
2,93,2010-01-08,480
2,93,2010-01-11,480
2,93,2010-01-12,480
2,93,2010-01-13,480
2,93,2010-01-14,480
2,93,2010-01-15,480
2,93,2010-01-18,480
2,93,2010-01-19,480
2,93,2010-01-20,480
2,93,2010-01-21,480
2,93,2010-01-22,480
2,93,2010-01-25,240
2,93,2010-01-26,240
2,93,2010-01-27,240
2,93,2010-01-28,240
2,93,2010-01-29,240
2,93,2010-02-01,480
2,93,2010-02-02,480
2,93,2010-02-03,480
2,93,2010-02-04,480
2,93,2010-02-05,480
2,93,2010-02-08,360
2,93,2010-02-09,360
2,93,2010-02-10,360
2,93,2010-02-11,360
2,93,2010-02-12,360
2,93,2010-02-15,120
2,93,2010-02-16,120
2,93,2010-02-17,120
2,93,2010-02-18,120
2,93,2010-02-19,120
2,93,2010-02-22,240
2,93,2010-02-23,240
2,93,2010-02-24,240
2,93,2010-02-25,240
2,93,2010-02-26,240
2,93,2010-02-27,120
2,93,2010-02-28,120
2,93,2010-03-01,120
2,93,2010-03-02,120
2,93,2010-03-03,480
2,93,2010-03-04,120
2,93,2010-03-05,120
2,93,2010-03-08,240
2,93,2010-03-09,240
2,93,2010-03-10,240
2,93,2010-03-11,240
2,93,2010-03-12,240
2,93,2010-03-15,240
2,93,2010-03-16,240
2,93,2010-03-17,240
2,93,2010-03-18,480
2,93,2010-03-19,120
2,93,2010-05-10,240
2,93,2010-05-11,240
2,93,2010-05-12,240
2,93,2010-05-13,240
2,93,2010-05-14,240
2,108,2011-10-06,60
2,108,2011-10-07,60
2,108,2011-10-11,240
2,108,2011-10-12,240
2,108,2011-10-13,120
2,108,2011-10-14,120
2,108,2011-10-17,180
2,108,2011-10-18,180
2,108,2011-10-19,180
2,108,2011-10-20,120
2,108,2011-10-21,120
2,108,2011-10-24,120
2,108,2011-10-25,120
2,108,2011-10-26,120
2,108,2011-10-27,120
2,108,2011-10-28,120
2,109,2010-04-19,480
2,109,2010-04-20,480
2,109,2010-04-21,480
2,109,2010-04-22,480
2,109,2010-04-23,480
2,109,2010-04-26,480
2,109,2010-04-27,480
2,109,2010-04-28,480
2,109,2010-04-29,480
2,109,2010-04-30,480
2,109,2010-05-03,480
2,109,2010-05-04,480
2,109,2010-05-05,600
2,109,2010-05-06,960
2,109,2010-05-07,480
2,109,2010-05-10,480
2,109,2010-05-11,720
2,109,2010-05-12,720
2,109,2010-05-13,600
2,109,2010-05-14,600
2,109,2010-05-17,480
2,109,2010-05-18,480
2,109,2010-05-19,480
2,109,2010-05-20,480
2,109,2010-05-21,480
2,109,2010-05-25,480
2,109,2010-05-26,480
2,109,2010-05-27,480
2,109,2010-05-28,480
2,109,2010-05-31,480
2,109,2010-06-01,480
2,109,2010-06-02,480
2,109,2010-06-03,480
2,109,2010-06-04,480
2,109,2010-06-07,480
2,109,2010-06-08,480
2,109,2010-06-09,480
2,109,2010-06-10,480
2,109,2010-06-11,480
2,109,2010-06-14,480
2,109,2010-06-15,480
2,109,2010-06-16,480
2,109,2010-06-17,480
2,109,2010-06-18,480
2,109,2010-06-21,480
2,109,2010-06-22,480
2,109,2010-06-23,480
2,109,2010-06-28,480
2,109,2010-06-29,480
2,109,2010-06-30,480
2,109,2010-07-02,480
2,109,2010-07-05,480
2,109,2010-07-06,480
2,109,2010-07-07,480
2,109,2010-07-08,480
2,109,2010-07-09,480
2,109,2010-07-12,480
2,109,2010-07-13,480
2,109,2010-07-14,480
2,109,2010-07-15,480
2,109,2010-07-16,480
2,109,2010-07-18,60
2,109,2010-07-19,840
2,109,2010-07-20,720
2,109,2010-07-21,720
2,109,2010-07-22,720
2,109,2010-07-23,720
2,109,2010-07-24,840
2,109,2010-07-25,840
2,109,2010-07-26,180
2,109,2010-07-27,120
2,109,2010-07-28,120
2,109,2010-08-02,60
2,109,2010-08-03,480
2,109,2010-08-04,240
2,109,2010-08-05,120
2,109,2010-08-06,180
2,109,2010-08-09,240
2,109,2010-08-10,600
2,109,2010-08-11,600
2,109,2010-08-12,480
2,109,2010-08-16,480
2,109,2010-08-17,120
2,109,2010-08-30,600
2,109,2010-08-31,720
2,109,2010-09-01,720
2,109,2010-09-02,720
2,109,2010-09-03,600
2,109,2010-09-04,240
2,109,2010-09-05,240
2,109,2010-09-06,240
2,109,2010-09-07,720
2,109,2010-09-08,780
2,109,2010-09-09,600
2,109,2010-09-10,600
2,109,2010-09-11,240
2,109,2010-09-12,180
2,109,2010-09-13,600
2,109,2010-09-14,480
2,109,2010-09-15,960
2,109,2010-09-16,600
2,109,2010-09-17,600
2,109,2010-09-18,480
2,109,2010-09-19,480
2,109,2010-09-20,600
2,109,2010-09-21,720
2,109,2010-09-22,720
2,109,2010-09-23,720
2,109,2010-09-24,600
2,109,2010-09-25,240
2,109,2010-09-26,60
2,109,2010-09-27,600
2,109,2010-09-28,600
2,109,2010-09-29,600
2,109,2010-09-30,600
2,109,2010-10-01,480
2,109,2010-10-03,120
2,109,2010-10-04,600
2,109,2010-10-05,600
2,109,2010-10-06,600
2,109,2010-10-07,120
2,109,2010-10-08,120
2,109,2010-10-12,480
2,109,2010-10-13,240
2,109,2010-10-14,240
2,109,2010-10-15,240
2,109,2010-10-17,180
2,109,2010-10-18,240
2,109,2010-10-19,360
2,109,2010-10-20,360
2,109,2010-10-21,240
2,109,2010-10-22,240
2,109,2010-10-25,60
2,109,2010-10-26,60
2,109,2010-10-27,60
2,109,2010-10-28,60
2,109,2010-10-29,60
2,109,2010-11-01,30
2,109,2010-11-02,30
2,109,2010-11-03,30
2,109,2010-11-04,30
2,109,2010-11-05,30
2,109,2010-11-08,30
2,109,2010-11-09,30
2,109,2010-11-18,30
2,117,2010-08-04,240
2,117,2010-08-05,360
2,117,2010-08-06,480
2,117,2010-08-09,480
2,117,2010-08-10,480
2,119,2010-08-05,120
2,119,2011-02-01,120
2,119,2011-02-02,120
2,119,2011-02-03,60
2,119,2011-02-04,60
2,119,2011-09-13,180
2,119,2011-09-14,120
2,119,2011-10-03,360
2,119,2011-10-04,360
2,119,2011-10-05,360
2,119,2011-10-06,360
2,119,2011-10-07,360
2,119,2011-10-11,360
2,119,2011-10-12,360
2,119,2011-10-13,360
2,119,2011-10-14,180
2,130,2010-10-14,60
2,130,2010-10-15,120
2,130,2010-10-16,180
2,130,2010-10-24,60
2,130,2010-10-27,120
2,130,2010-10-28,120
2,130,2010-10-29,60
2,130,2010-11-03,180
2,130,2010-11-04,60
2,130,2010-11-05,60
2,130,2010-11-07,60
2,130,2010-11-08,120
2,130,2010-11-09,120
2,130,2010-11-11,240
2,130,2010-12-10,240
2,130,2011-02-07,240
2,130,2011-02-08,240
2,130,2011-02-09,60
2,130,2011-02-10,120
2,130,2011-02-11,240
2,130,2011-02-14,240
2,130,2011-02-15,240
2,130,2011-02-17,240
2,130,2011-02-18,240
2,130,2011-02-22,240
2,130,2011-02-23,240
2,130,2011-02-24,240
2,130,2011-03-21,120
2,130,2011-03-22,120
2,130,2011-04-10,240
2,130,2011-05-10,120
2,130,2011-05-11,120
2,130,2011-05-13,240
2,130,2011-05-14,120
2,130,2011-05-15,120
2,130,2011-05-16,120
2,130,2011-05-17,120
2,131,2010-11-10,240
2,131,2010-11-11,240
2,131,2010-11-12,240
2,131,2010-11-15,240
2,131,2010-11-16,240
2,131,2010-11-17,240
2,131,2010-11-18,240
2,131,2010-11-19,240
2,131,2010-11-22,480
2,131,2010-11-23,240
2,131,2010-11-24,240
2,131,2010-11-25,240
2,131,2010-11-26,240
2,131,2010-11-29,240
2,131,2010-11-30,240
2,131,2010-12-01,240
2,131,2010-12-02,240
2,131,2010-12-03,240
2,131,2010-12-06,240
2,131,2010-12-07,240
2,131,2010-12-08,240
2,131,2010-12-09,240
2,131,2010-12-10,240
2,131,2010-12-13,240
2,131,2010-12-14,240
2,131,2010-12-15,240
2,131,2010-12-16,240
2,131,2010-12-17,240
2,131,2010-12-20,240
2,131,2010-12-21,240
2,131,2010-12-22,240
2,131,2010-12-23,240
2,131,2010-12-24,240
2,131,2010-12-29,240
2,131,2010-12-30,240
2,131,2011-01-03,60
2,131,2011-01-04,240
2,131,2011-01-05,360
2,131,2011-01-18,360
2,131,2011-01-19,360
2,131,2011-01-20,240
2,131,2011-01-24,60
2,131,2011-01-25,60
2,131,2011-01-26,60
2,131,2011-01-27,60
2,131,2011-02-02,360
2,131,2011-02-03,240
2,131,2011-02-04,240
2,131,2011-02-07,240
2,131,2011-02-08,240
2,131,2011-02-10,60
2,131,2011-02-11,60
2,131,2011-02-16,120
2,131,2011-02-18,120
2,131,2011-02-25,60
2,131,2011-03-01,240
2,131,2011-03-02,60
2,134,2010-11-12,90
2,134,2010-11-15,480
2,134,2010-11-16,240
2,134,2010-11-17,240
2,134,2010-11-18,240
2,134,2010-11-19,120
2,134,2010-11-22,60
2,134,2010-11-23,240
2,134,2010-11-24,240
2,134,2010-11-25,240
2,134,2010-11-26,240
2,134,2010-11-27,120
2,134,2010-11-29,60
2,134,2010-11-30,60
2,134,2010-12-01,120
2,134,2010-12-02,120
2,134,2010-12-03,240
2,134,2010-12-04,240
2,134,2010-12-05,240
2,134,2010-12-06,60
2,134,2010-12-07,240
2,134,2010-12-08,240
2,134,2010-12-10,240
2,134,2010-12-12,240
2,134,2010-12-13,120
2,134,2010-12-14,180
2,134,2010-12-15,180
2,134,2010-12-16,180
2,138,2010-12-08,60
2,138,2010-12-09,240
2,138,2010-12-10,60
2,138,2010-12-12,240
2,138,2010-12-13,240
2,138,2010-12-14,240
2,138,2010-12-15,240
2,138,2010-12-16,240
2,138,2010-12-17,240
2,138,2010-12-20,240
2,138,2010-12-21,240
2,138,2010-12-22,240
2,138,2010-12-23,240
2,138,2010-12-24,240
2,138,2010-12-27,240
2,138,2010-12-28,240
2,138,2010-12-29,240
2,138,2010-12-30,240
2,138,2010-12-31,240
2,138,2011-01-04,480
2,138,2011-01-05,480
2,138,2011-01-06,480
2,138,2011-01-07,480
2,138,2011-01-10,480
2,138,2011-01-11,480
2,138,2011-01-12,480
2,138,2011-01-13,480
2,138,2011-01-14,480
2,138,2011-01-17,240
2,138,2011-01-18,240
2,138,2011-01-19,240
2,138,2011-01-20,240
2,138,2011-01-21,240
2,138,2011-01-24,60
2,138,2011-01-25,60
2,138,2011-01-26,60
2,138,2011-01-27,60
2,138,2011-01-31,360
2,138,2011-02-01,240
2,138,2011-02-02,240
2,138,2011-02-03,240
2,138,2011-02-04,240
2,138,2011-02-07,120
2,138,2011-02-08,120
2,138,2011-02-09,420
2,138,2011-02-10,360
2,138,2011-02-11,240
2,138,2011-02-14,300
2,138,2011-02-15,300
2,138,2011-02-16,480
2,138,2011-02-17,240
2,138,2011-02-18,240
2,138,2011-02-22,240
2,138,2011-02-23,240
2,138,2011-02-24,240
2,138,2011-02-25,420
2,138,2011-02-28,60
2,138,2011-03-01,120
2,138,2011-03-02,420
2,138,2011-03-03,480
2,138,2011-03-04,480
2,138,2011-03-07,480
2,138,2011-03-08,480
2,138,2011-03-09,480
2,138,2011-03-10,480
2,138,2011-03-11,480
2,138,2011-03-14,480
2,138,2011-03-15,480
2,138,2011-03-16,480
2,138,2011-03-17,480
2,138,2011-03-18,360
2,138,2011-03-21,120
2,138,2011-03-22,120
2,138,2011-03-23,120
2,138,2011-03-24,120
2,138,2011-03-28,480
2,138,2011-03-29,480
2,138,2011-03-30,480
2,138,2011-03-31,480
2,138,2011-04-01,480
2,138,2011-04-04,480
2,138,2011-04-05,480
2,138,2011-04-06,480
2,138,2011-04-07,360
2,138,2011-04-08,480
